#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-07-25T12:52:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d39a547de31	
#INFO	-out.max=unlimited	
#INFO	queryParameters=8	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-source=J/AJ/126/1607/table1
#

#RESOURCE=yCat_51261607
#Name: J/AJ/126/1607
#Title: IRAS Revised Bright Galaxy Sample (Sanders+, 2003)
#Table	J_AJ_126_1607_table1:
#Name: J/AJ/126/1607/table1
#Title: IRAS Revised Bright Galaxy Sample: Integrated Flux Densities and Luminosities
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a17)	Common name (1)	[ucd=]
#Column	n_Name	(A1)	indicates complements in table3	[ucd=]
#Column	f_Name	(A1)	Flag on Name (2)	[ucd=]
#Column	IRAS	(a11)	IRAS name (3)	[ucd=]
#Column	f_IRAS	(A1)	Flag on IRAS (4)	[ucd=]
#Column	RAJ2000	(A10)	Hour of right ascension (J2000) (5)	[ucd=]
#Column	DEJ2000	(A9)	Degree of declination (J2000) (5)	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	HR	(A1)	HIRES code (6)	[ucd=]
#Column	l_F12um	(A1)	Limit flag on F12um	[ucd=]
#Column	F12um	(F7.2)	Total 12 micron band flux density	[ucd=]
#Column	u_F12um	(A1)	Confusion uncertainty flag on F12um	[ucd=]
#Column	e_F12um	(I2)	? 1 {sigma} error in F12um [NULL integer written as an empty string]	[ucd=]
#Column	S12um	(A1)	IR size flag on 12um (7)	[ucd=]
#Column	M12um	(A1)	Best flux estimate method flag on 12um (8)	[ucd=]
#Column	C12um	(A1)	Confusion type flag on 12um (9)	[ucd=]
#Column	F25um	(F7.2)	Total 25 micron band flux density	[ucd=]
#Column	u_F25um	(A1)	Confusion uncertainty flag on 25um	[ucd=]
#Column	e_F25um	(I3)	? 1 {sigma} error in F25um [NULL integer written as an empty string]	[ucd=]
#Column	S25um	(A1)	IR size flag on 25um (7)	[ucd=]
#Column	M25um	(A1)	Best flux estimate method flag on 25um (8)	[ucd=]
#Column	C25um	(A1)	Confusion type flag on 25um (9)	[ucd=]
#Column	F60um	(F8.2)	Total 60 micron band flux density	[ucd=]
#Column	u_F60um	(A1)	Confusion uncertainty flag on 60um	[ucd=]
#Column	e_F60um	(I3)	? 1 {sigma} error in F60um [NULL integer written as an empty string]	[ucd=]
#Column	S60um	(A1)	IR size flag on 60um (7)	[ucd=]
#Column	M60um	(A1)	Best flux estimate method flag on 60um (8)	[ucd=]
#Column	C60um	(A1)	Confusion type flag on 60um (9)	[ucd=]
#Column	F100um	(F8.2)	? Total 100 micron band flux density	[ucd=]
#Column	u_F100um	(A1)	Confusion uncertainty flag on 100um	[ucd=]
#Column	e_F100um	(I4)	? 1 {sigma} error in F100um [NULL integer written as an empty string]	[ucd=]
#Column	S100um	(A1)	IR size flag on 100um (7)	[ucd=]
#Column	M100um	(A1)	Best flux estimate method flag on 100um (8)	[ucd=]
#Column	C100um	(A1)	Confusion type flag on 100um (9)	[ucd=]
#Column	cz	(I5)	Heliocentric radial velocity (10)	[ucd=]
#Column	Dist	(F6.2)	Estimated source distance (11)	[ucd=]
#Column	f_Dist	(A1)	Flag on Dist (12)	[ucd=]
#Column	LogIR1	(F5.2)	Log of the 40-400 micron luminosity (13)	[ucd=]
#Column	u_LogIR1	(A1)	Uncertainty flag on LogIR1	[ucd=]
#Column	LogIR2	(F5.2)	Log of the 8-1000 micron luminosity (14)	[ucd=]
#Column	u_LogIR2	(A1)	Uncertainty flag on LogIR2	[ucd=]
#Column	Rank	(I3)	Sequential rank in the luminosity distribution	[ucd=]
#Column	OName	(a35)	Other names (15)	[ucd=]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	Name	n_Name	f_Name	IRAS	f_IRAS	RAJ2000	DEJ2000	GLON	GLAT	HR	l_F12um	F12um	u_F12um	e_F12um	S12um	M12um	C12um	F25um	u_F25um	e_F25um	S25um	M25um	C25um	F60um	u_F60um	e_F60um	S60um	M60um	C60um	F100um	u_F100um	e_F100um	S100um	M100um	C100um	cz	Dist	f_Dist	LogIR1	u_LogIR1	LogIR2	u_LogIR2	Rank	OName	Simbad	NED
193.603750	-10.538611	NGC 4781         	 	1	F12517-1015	 	12 54 24.9	-10 32 19	304.13	 52.33	 	 	   0.61	 	33	R	I	 	   0.67	 	 46	U	T	 	    8.04	 	 47	M	I	 	   18.27	 	 100	U	T	 	 1260	 18.63	 	 9.90	 	10.00	 	528	                                   	Simbad	NED
193.670000	+28.939722	NGC 4793         	*	1	F12522+2912	 	12 54 40.8	+28 56 23	101.57	 88.05	 	 	   1.08	 	34	R	I	 	   1.57	 	 35	R	I	 	   12.42	 	 48	M	I	 	   28.11	 	  75	U	T	 	 2523	 40.50	 	10.76	 	10.89	 	236	                                   	Simbad	NED
193.953333	 +4.305000	NGC 4808         	 	1	F12532+0434	 	12 55 48.8	+04 18 18	305.74	 67.15	 	 	   0.62	 	44	U	T	 	   0.74	 	 49	U	T	 	    6.92	 	 41	M	I	 	   16.05	 	 119	U	T	 	  778	 19.72	S	 9.89	 	10.01	 	524	                                   	Simbad	NED
194.171250	 -7.562778	IC 3908          	 	1	F12540-0717	 	12 56 41.1	-07 33 46	305.22	 55.29	 	 	   0.42	 	49	U	T	 	   1.20	 	 69	R	I	 	    8.47	 	 40	M	I	 	   16.65	 	 137	U	T	 	 1296	 20.28	 	 9.95	 	10.07	 	508	                                   	Simbad	NED
194.062500	+56.871389	UGC 08058        	 	1	F12540+5708	 	12 56 15.0	+56 52 17	121.61	 60.24	 	 	   1.83	 	17	U	T	 	   8.84	 	 28	U	T	 	   30.80	 	 42	U	T	 	   29.74	 	 108	U	T	 	12660	171.84	 	12.31	 	12.51	 	  1	MRK0231;VIIZw490                   	Simbad	NED
194.208333	 -8.527222	NGC 4818         	 	1	F12542-0815	 	12 56 50.0	-08 31 38	305.22	 54.32	 	 	   0.96	 	33	M	I	 	   4.40	 	 55	M	I	 	   20.12	 	 63	U	T	 	   26.60	 	 140	U	T	 	 1051	  9.37	S	 9.57	 	 9.75	 	575	MRK9022                            	Simbad	NED
194.177500	+21.684722	NGC 4826         	 	1	F12542+2157	 	12 56 42.6	+21 41 05	315.65	 84.43	 	 	   2.36	 	31	R	I	 	   2.86	 	 59	U	T	 	   36.70	 	 77	U	T	 	   81.65	 	  99	U	T	 	  349	  3.09	 	 8.98	 	 9.08	 	612	                                   	Simbad	NED
194.434583	-29.765278	ESO 443-G017     	 	2	F12550-2929	 	12 57 44.3	-29 45 55	304.56	 33.09	 	 	   0.22	 	30	U	T	 	   0.91	 	 35	U	T	 	    5.96	 	 37	U	T	 	    8.99	 	 127	U	T	 	 3055	 35.25	 	10.22	 	10.36	 	405	                                   	Simbad	NED
194.534167	-46.265556	NGC 4835         	 	2	F12552-4559	 	12 58 08.2	-46 15 56	304.14	 16.59	 	 	   1.28	 	30	R	I	 	   1.89	 	 28	R	I	 	   17.69	 	 53	M	I	 	   40.22	 	  84	U	T	 	 2192	 23.96	 	10.46	 	10.57	 	338	AM1255-455                         	Simbad	NED
194.505000	 +1.575556	NGC 4845         	 	1	F12554+0150	 	12 58 01.2	+01 34 32	306.74	 64.40	 	 	   0.38	 	32	U	T	 	   0.57	 	 54	U	T	 	    9.22	 	 44	U	T	 	   22.05	 	 155	U	T	 	 1224	 15.09	S	 9.79	 	 9.84	 	555	                                   	Simbad	NED
195.165833	 +2.500000	NGC 4900         	 	1	F12581+0246	 	13 00 39.8	+02 30 00	308.45	 65.27	 	 	   0.49	 	32	R	Z	 	   0.76	 	 69	R	I	 	    5.97	 	 41	R	I	 	   13.96	 	 104	U	T	 	  969	 15.36	S	 9.61	 	 9.73	 	578	                                   	Simbad	NED
195.357917	+29.312778	NGC 4922         	 	1	F12590+2934	 	13 01 25.9	+29 18 46	 78.30	 86.90	U	 	   0.27	 	35	U	T	 	   1.48	 	 30	M	I	 	    6.21	 	 40	U	T	 	    7.33	 	  93	U	T	 	 7071	101.09	 	11.14	 	11.32	 	108	VV609;KPG363A/B                    	Simbad	NED
195.457917	 +4.333611	CGCG 043-099     	*	1	F12592+0436	 	13 01 49.9	+04 20 01	309.60	 67.07	 	 	   0.30	 	33	R	I	 	   0.47	 	 61	U	T	 	    5.25	 	 29	U	T	 	    8.06	 	 115	U	T	 	11237	156.31	 	11.49	 	11.62	 	 51	VV283                              	Simbad	NED
195.585417	-15.768056	MCG-02-33-098/9  	*	2	F12596-1529	 	13 02 20.5	-15 46 05	306.78	 47.02	S	 	   0.34	 	41	U	T	 	   1.63	 	 57	M	I	 	    7.49	 	 34	U	T	 	    9.68	 	 117	U	T	 	 4861	 72.50	 	10.93	 	11.11	 	158	                                   	Simbad	NED
195.713750	-23.919444	ESO 507-G070     	 	2	F13001-2339	 	13 02 51.3	-23 55 10	306.28	 38.88	 	 	   0.25	 	20	R	I	 	   0.80	 	 46	U	T	 	   13.04	 	 51	U	T	 	   15.71	 	 159	U	T	 	 6446	 96.10	 	11.42	 	11.49	 	 79	AM1300-233                         	Simbad	NED
196.365000	-49.469167	NGC 4945         	 	2	F13025-4912	R	13 05 27.6	-49 28 09	305.27	 13.34	 	 	  27.74	 	34	R	Z	 	  42.34	 	 55	R	Z	 	  625.46	 	133	R	Z	 	 1329.70	 	 797	R	Z	 	  560	  3.92	 	10.41	 	10.48	 	364	                                   	Simbad	NED
196.610417	-40.415000	ESO 323-G077     	 	2	F13036-4008	 	13 06 26.5	-40 24 54	306.02	 22.37	 	 	   0.68	 	14	U	T	 	   1.24	 	 31	U	T	 	    5.73	 	 36	M	I	 	   10.73	 	  65	M	I	 	 4477	 58.21	G	10.69	 	10.91	 	230	                                   	Simbad	NED
197.076667	-57.458333	IRAS 13052-5711  	 	2	13052-5711 	 	13 08 18.4	-57 27 30	305.21	  5.34	 	 	   0.13	 	24	U	T	 	   0.45	 	 26	U	T	 	    8.17	 	 72	U	T	 	   14.58	:	 719	U	P	c	 6364	 96.54	 	11.28	:	11.34	:	103	                                   	Simbad	NED
197.242917	-15.518611	NGC 4984         	 	2	F13063-1515	 	13 08 58.3	-15 31 07	309.15	 47.14	 	 	   0.86	 	29	M	I	 	   1.65	 	 54	U	T	 	   11.23	 	 47	U	T	 	   17.08	 	 118	U	T	 	 1252	 17.36	 	 9.88	 	10.05	 	514	                                   	Simbad	NED
197.732083	+37.059167	NGC 5005         	 	1	F13086+3719	 	13 10 55.7	+37 03 33	101.62	 79.25	 	 	   1.65	 	26	R	I	 	   2.26	 	 39	R	I	 	   22.18	 	 21	R	I	 	   63.40	 	 131	M	I	 	  950	 18.09	 	10.39	 	10.46	 	370	                                   	Simbad	NED
198.105833	-15.795833	NGC 5010         	 	N	F13097-1531	 	13 12 25.4	-15 47 45	310.31	 46.77	 	 	   0.37	 	37	U	T	 	   1.44	 	 65	R	I	 	   10.29	 	 55	U	T	 	   21.69	 	 114	U	T	 	 6400	 94.33	 	11.41	 	11.50	 	 77	                                   	Simbad	NED
198.146250	-17.540833	MCG-03-34-014    	*	2	F13099-1716	 	13 12 35.1	-17 32 27	310.07	 45.04	 	 	   0.81	 	44	R	I	 	   1.07	 	 52	R	I	 	    7.76	 	 60	U	T	 	   17.14	 	 115	U	T	 	 2760	 36.41	 	10.46	 	10.61	 	323	                                   	Simbad	NED
198.162917	+12.601944	NGC 5020         	 	1	F13101+1251	 	13 12 39.1	+12 36 07	322.85	 74.65	 	 	   0.36	 	28	R	I	 	   0.72	 	 60	R	Z	 	    5.58	 	 50	R	I	 	   11.70	 	  86	M	I	 	 3360	 51.45	 	10.60	 	10.72	 	286	                                   	Simbad	NED
198.363333	+36.594444	NGC 5033         	 	1	F13111+3651	 	13 13 27.2	+36 35 40	 98.07	 79.45	 	 	   1.77	 	28	R	I	 	   2.14	 	 33	R	Z	 	   16.20	 	 73	R	I	 	   50.23	 	  92	M	I	 	  869	 13.76	S	10.05	 	10.13	 	488	                                   	Simbad	NED
198.775833	-55.156667	IRAS 13120-5453  	 	2	13120-5453 	 	13 15 06.2	-55 09 24	306.34	  7.56	 	 	   0.44	 	27	U	T	 	   2.98	 	 21	U	T	 	   41.11	 	 66	U	T	 	   52.33	 	 200	U	T	 	 9222	129.36	 	12.18	 	12.26	 	  7	                                   	Simbad	NED
198.760417	-15.952222	NGC 5038         	 	2	F13123-1541	 	13 15 02.5	-15 57 08	311.19	 46.54	 	 	   0.25	 	49	U	T	 	   1.47	 	 55	M	I	 	    9.15	 	 60	U	T	 	   13.28	 	 115	U	T	 	 2222	 29.82	 	10.25	 	10.39	 	393	                                   	Simbad	NED
198.759167	+24.620833	IC 0860          	 	1	F13126+2453	 	13 15 02.2	+24 37 15	  8.96	 84.13	 	<	   0.14	 	  	 	 	 	   1.34	 	 44	U	T	 	   18.61	 	 71	U	T	 	   18.66	 	  90	U	T	 	 3887	 59.11	 	11.14	 	11.17	:	145	                                   	Simbad	NED
198.956250	+42.027500	NGC 5055         	 	1	F13135+4217	R	13 15 49.5	+42 01 39	105.99	 74.29	 	 	   5.35	 	26	R	Z	 	   6.36	 	 50	R	Z	 	   40.00	 	 49	R	I	 	  139.82	 	 356	R	I	 	  500	  7.96	S	10.01	 	10.09	 	502	                                   	Simbad	NED
198.895417	+62.123889	VV 250a          	*	1	F13136+6223	 	13 15 34.9	+62 07 26	118.04	 54.77	R	 	   0.35	 	22	U	T	 	   1.95	 	 20	U	T	 	   11.39	 	 35	U	T	 	   12.41	 	  93	U	T	 	 9313	127.99	 	11.61	 	11.74	 	 40	ARP238NED02;KPG369B                	Simbad	NED
199.245833	-16.634444	NGC 5054         	 	2	F13143-1622	 	13 16 59.0	-16 38 04	311.73	 45.80	 	 	   1.12	 	42	R	I	 	   1.50	 	 66	R	I	 	   13.01	 	 60	R	I	 	   31.53	 	 145	U	T	 	 1737	 23.87	 	10.34	 	10.46	 	372	                                   	Simbad	NED
199.720417	-21.040278	NGC 5068         	 	N	F13161-2046	 	13 18 52.9	-21 02 25	311.48	 41.38	 	 	   1.04	 	38	R	I	 	   0.97	 	 62	R	I	 	   12.50	 	 57	R	I	 	   31.39	 	 311	R	I	 	  672	  5.61	 	 9.07	 	 9.17	 	610	                                   	Simbad	NED
199.827083	-14.841667	NGC 5073         	 	1	F13166-1434	 	13 19 18.5	-14 50 30	312.93	 47.49	 	 	   0.31	 	31	U	T	 	   1.46	 	 59	R	I	 	    9.37	 	 50	U	T	 	   15.02	 	 170	U	T	 	 2744	 37.09	 	10.47	 	10.60	 	328	                                   	Simbad	NED
199.958333	-27.410278	NGC 5078         	 	2	F13170-2708	 	13 19 50.0	-27 24 37	310.63	 35.04	S	 	   1.08	 	30	R	I	 	   0.95	 	 45	R	I	 	   10.54	 	 44	R	I	 	   33.70	 	 202	U	T	 	 2168	 26.32	 	10.44	 	10.50	 	360	                                   	Simbad	NED
200.145417	+34.140000	UGC 08387        	 	1	F13182+3424	 	13 20 34.9	+34 08 24	 82.94	 80.60	 	 	   0.25	 	29	U	T	 	   1.42	 	 40	U	T	 	   17.04	 	 88	U	T	 	   24.38	 	 120	U	T	 	 7000	 99.99	 	11.59	 	11.67	 	 46	ARP193;VV821;IZw056                	Simbad	NED
200.350833	 +0.340833	NGC 5104         	 	1	F13188+0036	 	13 21 24.2	+00 20 27	319.20	 62.26	 	 	   0.39	 	34	R	I	 	   0.74	 	 91	U	T	 	    6.78	 	 49	U	T	 	   13.37	 	 103	U	T	 	 5578	 82.44	 	11.09	 	11.20	 	139	                                   	Simbad	NED
200.597917	-16.726111	MCG-03-34-064    	*	2	F13197-1627	 	13 22 23.5	-16 43 34	313.53	 45.51	S	 	   0.94	 	40	M	I	 	   2.97	 	 45	U	T	 	    6.20	 	 40	M	I	 	    6.20	 	 143	U	T	 	 5152	 77.33	 	10.90	 	11.24	 	128	                                   	Simbad	NED
201.365000	-43.020000	NGC 5128         	 	2	F13225-4245	R	13 25 27.6	-43 01 12	309.52	 19.42	 	 	  22.15	 	39	R	Z	 	  28.25	 	 48	R	Z	 	  213.29	 	 42	R	I	 	  411.89	 	 334	M	I	 	  562	  4.03	 	 9.94	 	10.11	 	498	ARP153;AM1322-424                  	Simbad	NED
201.429167	-29.831667	NGC 5135         	 	2	F13229-2934	 	13 25 43.0	-29 49 54	311.74	 32.45	 	 	   0.63	 	35	U	T	 	   2.38	 	 58	U	T	 	   16.86	 	 46	U	T	 	   30.97	 	 177	U	T	 	 4114	 52.15	 	11.06	 	11.17	 	143	                                   	Simbad	NED
201.308333	+43.266944	NGC 5145         	 	1	F13230+4331	 	13 25 14.0	+43 16 01	102.13	 72.47	 	 	   0.41	 	22	U	T	 	   0.64	 	 24	U	T	 	    6.29	 	 41	U	T	 	   12.27	 	 106	U	T	 	 1225	 23.33	 	 9.94	 	10.06	 	512	                                   	Simbad	NED
201.851667	-57.490000	ESO 173-G015     	 	2	13242-5713 	 	13 27 24.4	-57 29 24	307.77	  5.04	 	 	   1.22	:	31	U	P	n	   7.56	:	 32	U	P	n	   81.44	:	 97	U	P	n	  100.04	:	 710	U	P	n	 3006	 32.44	 	11.26	:	11.34	:	102	                                   	Simbad	NED
202.472917	+47.195000	NGC 5194         	 	1	F13277+4727	 	13 29 53.5	+47 11 42	104.85	 68.56	 	 	   7.21	:	75	R	S	g	   9.56	:	 77	R	S	g	   97.42	:	193	R	S	g	  221.21	:	 329	R	S	g	  468	  8.63	 	10.31	:	10.42	:	388	ARP085NED01;VV001a;KPG379A         	Simbad	NED
202.500000	+47.266667	NGC 5195         	 	1	F13278+4731	 	13 30 00.0	+47 16 00	104.88	 68.49	 	 	   0.35	:	  	R	S	g	   1.02	:	   	R	S	g	   15.22	:	801	R	S	g	   31.33	:	 368	R	S	g	  450	  8.30	 	 9.44	:	 9.50	:	592	ARP085NED02;VV001b;KPG379B         	Simbad	NED
202.865417	-34.793333	NGC 5188         	 	2	F13286-3432	 	13 31 27.7	-34 47 36	312.18	 27.36	 	 	   0.86	 	27	U	T	 	   2.83	 	 38	U	T	 	   22.58	 	 74	U	T	 	   38.26	 	 150	U	T	 	 2425	 27.25	 	10.60	 	10.72	 	291	AM1328-343                         	Simbad	NED
203.220000	-24.206389	IC 4280          	 	2	F13301-2356	 	13 32 52.8	-24 12 23	314.90	 37.70	 	 	   0.38	 	39	U	T	 	   0.68	 	 52	U	T	 	    6.10	 	 69	U	T	 	   12.36	 	 472	U	T	 	 4930	 74.67	 	10.96	 	11.08	 	167	AM1330-235                         	Simbad	NED
203.044167	+62.767222	NGC 5218         	 	1	F13304+6301	 	13 32 10.6	+62 46 02	115.07	 53.74	S	 	   0.37	 	20	R	I	 	   0.94	 	 24	U	T	 	    7.01	 	 22	U	T	 	   13.54	 	  95	U	T	 	 2880	 44.35	 	10.55	 	10.67	 	305	ARP104NED02;VV033b                 	Simbad	NED
204.245000	-29.862778	NGC 5236         	 	2	F13341-2936	R	13 36 58.8	-29 51 46	314.58	 31.98	 	 	  21.46	 	52	R	Z	 	  43.57	 	 63	R	Z	 	  265.84	 	 64	R	Z	 	  524.09	 	 302	R	Z	 	  522	  3.60	 	 9.94	 	10.10	 	499	                                   	Simbad	NED
204.382500	 +8.886667	NGC 5248         	 	1	F13350+0908	 	13 37 31.8	+08 53 12	335.93	 68.75	 	 	   1.75	 	47	R	I	 	   3.02	 	 41	R	I	 	   20.91	 	 42	R	I	 	   53.48	 	 107	M	I	 	 1152	 13.82	S	10.09	 	10.20	 	467	                                   	Simbad	NED
204.514167	-17.884444	NGC 5247         	 	2	F13353-1737	 	13 38 03.4	-17 53 04	318.32	 43.59	 	 	   1.51	 	21	R	I	 	   1.48	 	 43	R	I	 	   13.65	 	 61	R	I	 	   41.83	 	 122	R	I	 	 1362	 18.77	 	10.24	 	10.32	 	421	                                   	Simbad	NED
204.575833	+48.274444	NGC 5256         	 	1	F13362+4831	 	13 38 18.2	+48 16 28	102.72	 66.97	 	 	   0.32	 	18	U	T	 	   1.07	 	 28	M	I	 	    7.25	 	 33	U	T	 	   10.11	 	 135	U	T	 	 8285	115.83	 	11.34	 	11.49	 	 80	MRK0266;IZw067;KPG388              	Simbad	NED
204.980000	-31.639167	NGC 5253         	 	2	F13370-3123	 	13 39 55.2	-31 38 21	314.86	 30.11	 	 	   2.50	 	20	U	T	 	  12.07	 	 49	U	T	 	   29.84	 	 67	U	T	 	   30.08	 	 205	U	T	 	  404	  3.15	P	 8.79	 	 9.05	 	614	AM1337-312NED01                    	Simbad	NED
204.978750	 +0.835278	NGC 5257/8       	*	1	F13373+0105	 	13 39 54.9	+00 50 07	328.81	 61.25	R	 	   0.57	 	31	U	T	 	   1.34	 	 69	U	T	 	   10.73	 	 59	U	T	 	   19.97	 	  50	U	T	 	 6798	 98.63	 	11.43	 	11.55	 	 71	ARP240;VV055;KPG389                	Simbad	NED
206.174167	+55.887222	UGC 08696        	 	1	F13428+5608	 	13 44 41.8	+55 53 14	108.11	 59.68	 	 	   0.24	 	17	U	T	 	   2.36	 	 21	U	T	 	   22.51	 	 42	U	T	 	   22.53	 	  70	U	T	 	11324	154.71	 	12.08	 	12.14	 	 11	MRK0273;IZw071                     	Simbad	NED
207.312500	+35.254722	UGC 08739        	 	1	F13470+3530	 	13 49 15.0	+35 15 17	 69.85	 75.23	 	 	   0.35	:	31	U	P	n	   0.42	:	 38	U	P	n	    5.79	:	 40	U	P	n	   15.89	:	  83	U	P	n	 5032	 74.18	 	11.03	:	11.08	:	165	                                   	Simbad	NED
207.612083	-48.277778	ESO 221-IG008    	 	2	F13473-4801	 	13 50 26.9	-48 16 40	312.97	 13.44	 	 	   0.30	 	19	R	I	 	   1.12	 	 35	R	Z	 	    5.64	 	 73	U	T	 	    5.52	 	 359	U	T	 	 3190	 58.21	G	10.61	 	10.77	 	272	                                   	Simbad	NED
207.738750	-49.056944	ESO 221-IG010    	 	2	F13478-4848	 	13 50 57.3	-49 03 25	312.86	 12.66	 	 	   0.74	 	24	M	I	 	   1.82	 	 16	M	I	 	   12.92	 	 77	U	T	 	   22.00	 	 469	U	T	 	 3028	 58.21	G	11.02	 	11.17	 	147	                                   	Simbad	NED
208.069167	 +2.102222	NGC 5331         	 	N	F13497+0220	 	13 52 16.6	+02 06 08	335.72	 61.04	*	 	   0.29	 	27	R	I	 	   0.59	 	 51	U	T	 	    5.86	 	 43	U	T	 	   11.49	 	 106	U	T	 	 9909	139.10	 	11.49	 	11.59	 	 57	VV253;KPG401                       	Simbad	NED
208.912917	+40.459444	NGC 5371         	 	1	F13535+4042	 	13 55 39.1	+40 27 34	 82.17	 71.20	 	 	   0.86	 	30	R	Z	 	   0.97	 	 35	R	I	 	    5.27	 	 52	R	I	 	   18.66	 	 154	R	I	 	 2553	 41.06	 	10.57	 	10.67	 	304	                                   	Simbad	NED
209.265833	+41.848611	NGC 5383         	 	1	F13549+4205	 	13 57 03.8	+41 50 55	 84.79	 70.08	 	 	   0.35	 	30	R	Z	 	   0.84	 	 23	M	I	 	    5.45	 	 51	U	T	 	   13.05	 	 110	U	T	 	 2230	 36.74	 	10.34	 	10.45	 	377	MRK0281                            	Simbad	NED
209.647083	+37.447500	NGC 5394/5       	 	1	F13564+3741	 	13 58 35.3	+37 26 51	 73.25	 72.50	S	 	   0.59	 	25	R	I	 	   1.40	 	 35	R	I	 	    9.38	 	 31	R	I	 	   22.02	 	 127	M	I	 	 3472	 53.40	 	10.89	 	11.00	 	198	ARP084;VV048;KPG404                	Simbad	NED
210.187500	+59.326944	NGC 5430         	 	1	F13591+5934	 	14 00 45.0	+59 19 37	107.31	 55.65	 	 	   0.50	 	24	U	T	 	   1.94	 	 21	M	I	 	   10.10	 	 31	U	T	 	   20.34	 	  66	U	T	 	 2960	 45.63	 	10.74	 	10.88	 	240	MRK0799                            	Simbad	NED
210.655833	+32.507500	NGC 5433         	 	1	F14004+3244	 	14 02 37.4	+32 30 27	 56.45	 73.67	 	 	   0.27	 	19	U	T	 	   0.85	 	 21	R	I	 	    6.31	 	 35	U	T	 	   11.67	 	  91	U	T	 	 4352	 65.30	 	10.83	 	10.95	 	214	                                   	Simbad	NED
210.856667	 -6.030000	NGC 5427         	 	1	14008-0547 	 	14 03 25.6	-06 01 48	333.28	 52.55	S	 	   1.29	 	42	R	Z	 	   1.48	 	 52	R	Z	 	   10.24	 	 50	R	Z	 	   25.29	 	 146	R	I	 	 2618	 38.02	 	10.65	 	10.80	 	261	ARP271NED02;VV021a                 	Simbad	NED
210.787500	+54.356667	NGC 5457         	 	1	14013+5435 	R	14 03 09.0	+54 21 24	102.06	 59.77	 	 	   6.20	 	  	R	R	 	  11.78	 	   	R	R	 	   88.04	 	   	R	R	 	  252.84	 	    	R	R	 	  241	  6.70	P	10.13	 	10.20	 	468	ARP026;VV344a                      	Simbad	NED
212.604167	-43.324444	NGC 5483         	 	N	F14072-4305	 	14 10 25.0	-43 19 28	317.84	 17.25	 	 	   0.80	 	38	R	I	 	   0.73	 	 42	R	I	 	    6.30	 	 38	R	I	 	   17.16	 	 143	M	I	 	 1774	 20.31	 	 9.93	 	10.05	 	515	                                   	Simbad	NED
213.037083	-49.390000	ESO 221-G032     	 	2	F14088-4909	 	14 12 08.9	-49 23 24	316.17	 11.40	 	 	   0.58	 	25	R	I	 	   0.71	 	 35	U	T	 	    6.82	 	 62	M	I	 	   13.83	 	 537	U	T	 	 2894	 58.21	G	10.79	 	10.93	 	223	                                   	Simbad	NED
213.308333	 -3.206667	NGC 5506         	 	1	F14106-0258	 	14 13 14.0	-03 12 24	339.15	 53.81	S	 	   1.29	 	27	U	T	 	   4.17	 	 56	M	I	 	    8.42	 	 60	U	T	 	    8.87	 	 111	U	T	 	 1853	 28.07	 	10.14	 	10.49	 	361	MRK1376;KPG419A                    	Simbad	NED
214.931250	+49.235833	CGCG 247-020     	*	1	F14179+4927	 	14 19 43.5	+49 14 09	 91.29	 62.12	 	 	   0.15	 	22	U	T	 	   0.84	 	 19	U	T	 	    6.01	 	 35	U	T	 	    8.47	 	 155	U	T	 	 7666	107.71	 	11.20	 	11.32	 	109	MRK1490                            	Simbad	NED
215.302500	-46.297222	IC 4402          	 	2	F14179-4604	 	14 21 12.6	-46 17 50	318.69	 13.81	 	 	   0.60	 	29	R	Z	 	   1.19	 	 22	U	T	 	    8.86	 	 54	U	T	 	   18.19	 	 391	U	T	 	 1650	 18.90	 	 9.92	 	10.05	 	516	                                   	Simbad	NED
215.955833	+14.639167	NGC 5600         	 	1	F14214+1451	 	14 23 49.4	+14 38 21	  7.45	 65.14	 	 	   0.35	 	29	U	T	 	   0.72	 	 32	R	I	 	    5.44	 	 46	U	T	 	   11.68	 	  89	U	T	 	 2311	 36.93	 	10.31	 	10.43	 	384	VIIIZw410                          	Simbad	NED
